fraud_id,fraud_type,location,date_reported,amount_loss,reported_by,age,channel,is_preventable,fraud_detected_at,risk_score
FRAUD-4251057,Investment Fraud,Ontario,2024-12-14,2139.95,victim,24,phone,False,Processing,0.58
FRAUD-1559102,Payment Fraud,Ontario,2024-06-17,2822.3,victim,41,in-person,True,Initiation,0.12
FRAUD-3737341,Payment Fraud,Ontario,2024-09-11,8497.02,police,49,phone,False,Processing,0.17
FRAUD-6307818,Investment Fraud,Ontario,2025-01-19,9766.44,police,41,email,False,Completion,0.11
FRAUD-7799157,Employment Fraud,Ontario,2024-09-10,9572.42,victim,18,email,False,Completion,0.86
FRAUD-1541603,Payment Fraud,Ontario,2024-06-06,2456.96,employer,44,email,True,Completion,0.66
FRAUD-4382773,Employment Fraud,Ontario,2024-05-08,8845.81,victim,18,in-person,True,Initiation,0.15
FRAUD-1798566,Investment Fraud,Ontario,2024-07-02,3174.72,police,37,in-person,True,Initiation,0.64
FRAUD-9420484,Identity Fraud,Ontario,2024-06-30,9869.52,victim,25,in-person,False,Processing,0.74
FRAUD-3457042,Employment Fraud,Ontario,2024-12-27,6668.41,victim,53,in-person,True,Initiation,0.34
FRAUD-5528561,Government-Related,Ontario,2025-04-01,9842.55,employer,51,phone,False,Processing,0.69
FRAUD-7459559,Health Fraud,Ontario,2025-01-13,4284.18,police,84,in-person,True,Initiation,0.79
FRAUD-2418821,Online Shopping,Ontario,2025-01-19,6255.19,employer,59,in-person,False,Initiation,0.55
FRAUD-8886535,Payment Fraud,Ontario,2024-10-05,7651.89,victim,47,phone,False,Completion,0.45
FRAUD-9239860,Employment Fraud,Ontario,2024-08-18,6898.81,victim,40,phone,True,Processing,0.35
FRAUD-7602277,Identity Fraud,Ontario,2024-11-06,1732.42,police,34,phone,True,Initiation,0.52
FRAUD-7725424,Investment Fraud,Ontario,2024-11-19,9692.54,police,81,email,False,Processing,0.24
FRAUD-3541186,Online Shopping,Ontario,2024-07-12,2825.21,employer,37,in-person,True,Initiation,0.63
FRAUD-3123271,Investment Fraud,Ontario,2024-06-01,4477.72,employer,66,phone,False,Completion,0.49
FRAUD-1676791,Payment Fraud,Ontario,2025-03-01,5115.2,employer,68,in-person,True,Initiation,0.29
FRAUD-6918156,Health Fraud,Ontario,2024-12-06,8174.05,victim,35,email,False,Processing,0.21
FRAUD-7199021,Employment Fraud,Ontario,2025-01-03,6106.53,victim,78,in-person,False,Completion,0.52
FRAUD-3510524,Investment Fraud,Ontario,2024-06-20,5898.63,employer,41,in-person,False,Processing,0.63
FRAUD-9595358,Employment Fraud,Ontario,2024-06-10,4153.71,employer,53,in-person,True,Completion,0.66
FRAUD-9826468,Online Shopping,Ontario,2025-01-03,1137.05,police,83,in-person,True,Processing,0.43
FRAUD-7056586,Identity Fraud,Ontario,2024-06-08,3285.04,employer,78,phone,True,Initiation,0.13
FRAUD-4485101,Government-Related,Ontario,2024-10-26,6165.82,police,42,email,True,Completion,0.36
FRAUD-3791145,Payment Fraud,Ontario,2024-09-08,3994.95,police,18,phone,True,Initiation,0.15
FRAUD-9866926,Payment Fraud,Ontario,2025-02-23,4563.81,victim,72,email,True,Initiation,0.27
FRAUD-8438136,Identity Fraud,Ontario,2024-11-08,2689.33,employer,63,in-person,True,Initiation,0.24
FRAUD-3172280,Payment Fraud,Ontario,2024-07-12,2746.02,victim,48,phone,True,Processing,0.63
FRAUD-8116821,Online Shopping,Ontario,2024-09-23,3177.21,employer,49,phone,True,Initiation,0.84
FRAUD-5488843,Online Shopping,Ontario,2024-07-31,7355.0,police,43,in-person,False,Initiation,0.67
FRAUD-6351163,Investment Fraud,Ontario,2024-10-19,9618.09,victim,27,email,False,Initiation,0.18
FRAUD-9383324,Online Shopping,Ontario,2025-03-28,4884.73,employer,44,email,False,Initiation,0.56
FRAUD-8579420,Payment Fraud,Ontario,2024-12-08,7249.32,victim,47,in-person,False,Processing,0.38
FRAUD-1653026,Payment Fraud,Ontario,2025-01-02,2100.43,employer,54,phone,True,Initiation,0.29
FRAUD-1058153,Investment Fraud,Ontario,2024-06-26,4306.19,employer,27,in-person,True,Completion,0.84
FRAUD-8722644,Payment Fraud,Ontario,2024-07-06,6949.49,victim,80,in-person,False,Initiation,0.61
FRAUD-8464846,Investment Fraud,Ontario,2025-01-05,3030.01,employer,36,phone,False,Initiation,0.31
FRAUD-1188598,Identity Fraud,Ontario,2024-10-05,3376.64,victim,56,phone,False,Initiation,0.67
FRAUD-5950919,Identity Fraud,Ontario,2025-02-06,2966.24,police,31,email,False,Completion,0.27
FRAUD-6310518,Investment Fraud,Ontario,2024-05-25,5491.29,police,68,phone,True,Initiation,0.86
FRAUD-5057092,Online Shopping,Ontario,2024-04-17,9857.37,police,18,email,False,Initiation,0.75
FRAUD-4345774,Online Shopping,Ontario,2024-05-28,5410.62,victim,48,in-person,True,Initiation,0.27
FRAUD-4264209,Health Fraud,Ontario,2024-05-02,8192.62,employer,21,phone,True,Processing,0.63
FRAUD-6584356,Payment Fraud,Ontario,2025-01-06,5758.53,employer,56,email,False,Processing,0.53
FRAUD-2030696,Payment Fraud,Ontario,2024-10-07,1945.41,police,64,phone,False,Initiation,0.75
FRAUD-9548476,Online Shopping,Ontario,2025-01-13,6772.18,victim,41,in-person,False,Processing,0.4
FRAUD-6611352,Government-Related,Ontario,2025-03-01,3666.74,employer,18,email,True,Initiation,0.46
FRAUD-8905299,Online Shopping,Ontario,2024-09-01,9045.1,police,48,in-person,False,Processing,0.17
FRAUD-2508464,Investment Fraud,Ontario,2024-09-15,1016.46,police,57,email,True,Completion,0.66
FRAUD-6549406,Investment Fraud,Ontario,2024-09-17,7122.98,police,59,email,True,Completion,0.26
FRAUD-2446496,Online Shopping,Ontario,2025-02-28,2446.0,victim,38,email,True,Initiation,0.19
FRAUD-2572183,Investment Fraud,Ontario,2024-09-27,5480.44,victim,74,phone,True,Initiation,0.13
FRAUD-4258076,Payment Fraud,Ontario,2024-05-10,1228.4,employer,76,in-person,True,Initiation,0.71
FRAUD-5176403,Payment Fraud,Ontario,2024-04-28,2518.35,police,68,phone,True,Initiation,0.37
FRAUD-9518996,Identity Fraud,Ontario,2024-05-16,5890.96,victim,40,email,False,Processing,0.35
FRAUD-4089666,Payment Fraud,Ontario,2024-05-10,9859.01,employer,72,email,False,Completion,0.28
FRAUD-7462768,Identity Fraud,Ontario,2024-09-10,9735.55,victim,36,in-person,False,Completion,0.85
FRAUD-8118236,Health Fraud,Ontario,2025-02-18,8299.77,victim,61,email,True,Initiation,0.79
FRAUD-9986134,Payment Fraud,Ontario,2024-10-11,4883.84,victim,73,in-person,False,Initiation,0.14
FRAUD-1198664,Payment Fraud,Ontario,2024-12-30,6720.93,employer,35,email,True,Initiation,0.59
FRAUD-9767138,Employment Fraud,Ontario,2024-06-01,3921.56,police,53,phone,False,Processing,0.13
FRAUD-5593707,Payment Fraud,Ontario,2025-01-29,2265.03,police,52,in-person,False,Initiation,0.41
FRAUD-1512429,Payment Fraud,Ontario,2025-01-29,3287.16,police,26,phone,False,Processing,0.38
FRAUD-7399309,Employment Fraud,Ontario,2024-11-07,1823.82,employer,72,in-person,True,Initiation,0.22
FRAUD-8465283,Online Shopping,Ontario,2025-01-17,9678.92,police,33,phone,False,Processing,0.8
FRAUD-8073399,Online Shopping,Ontario,2024-12-20,8357.38,employer,62,phone,False,Initiation,0.14
FRAUD-4844847,Payment Fraud,Ontario,2024-10-16,5828.59,employer,33,in-person,True,Completion,0.26
FRAUD-7268305,Investment Fraud,Ontario,2025-03-24,6032.57,victim,57,email,False,Processing,0.85
FRAUD-6110218,Payment Fraud,Ontario,2024-12-25,6566.93,employer,68,in-person,False,Processing,0.39
FRAUD-1594944,Other,Ontario,2025-02-16,3610.03,victim,56,email,True,Initiation,0.54
FRAUD-4694658,Payment Fraud,Ontario,2024-10-08,4818.13,victim,37,in-person,True,Completion,0.23
FRAUD-8626697,Investment Fraud,Ontario,2024-12-21,5213.69,police,81,in-person,False,Processing,0.27
FRAUD-1761273,Identity Fraud,Ontario,2024-06-09,1072.89,employer,69,in-person,True,Initiation,0.65
FRAUD-5490000,Government-Related,Ontario,2024-05-24,8606.7,employer,78,phone,False,Completion,0.58
FRAUD-6331869,Payment Fraud,Ontario,2024-11-16,4788.47,victim,27,phone,False,Completion,0.27
FRAUD-5027215,Online Shopping,Ontario,2025-02-26,4309.54,police,41,email,True,Completion,0.32
FRAUD-9623589,Payment Fraud,Ontario,2024-12-19,4260.82,victim,20,phone,False,Processing,0.58
FRAUD-9300126,Online Shopping,Ontario,2024-08-13,9399.36,police,37,phone,True,Initiation,0.68
FRAUD-6006079,Investment Fraud,Ontario,2024-12-17,7879.61,employer,69,email,True,Processing,0.77
FRAUD-7180946,Online Shopping,Ontario,2024-06-13,4171.86,employer,78,email,False,Processing,0.24
FRAUD-5911230,Payment Fraud,Ontario,2024-04-25,3525.38,victim,69,phone,False,Processing,0.48
FRAUD-7484539,Employment Fraud,Ontario,2024-07-14,9227.69,police,43,phone,False,Processing,0.18
FRAUD-5647588,Online Shopping,Ontario,2024-05-11,3242.09,police,79,in-person,False,Processing,0.41
FRAUD-9497603,Other,Ontario,2025-02-28,3944.35,police,41,email,True,Initiation,0.5
FRAUD-1382510,Employment Fraud,Ontario,2024-04-02,2541.35,employer,53,in-person,False,Processing,0.6
FRAUD-5406588,Payment Fraud,Ontario,2024-04-19,4557.39,victim,34,in-person,False,Completion,0.35
FRAUD-9889619,Identity Fraud,Ontario,2024-04-01,9752.84,victim,49,in-person,False,Completion,0.78
FRAUD-9849511,Payment Fraud,Ontario,2024-10-06,5195.89,employer,73,in-person,False,Completion,0.19
FRAUD-2814937,Identity Fraud,Ontario,2024-11-28,5713.67,police,84,email,True,Completion,0.37
FRAUD-4960338,Investment Fraud,Ontario,2024-06-22,3130.85,employer,24,in-person,False,Processing,0.1
FRAUD-9515338,Online Shopping,Ontario,2024-04-01,2957.41,employer,61,phone,True,Initiation,0.19
FRAUD-5393577,Identity Fraud,Ontario,2024-12-24,7401.66,victim,48,phone,False,Initiation,0.13
FRAUD-7621529,Investment Fraud,Ontario,2024-04-27,6892.36,victim,37,email,False,Processing,0.13
FRAUD-8122519,Other,Ontario,2024-08-27,9349.85,employer,32,in-person,False,Completion,0.26
FRAUD-4015494,Investment Fraud,Ontario,2024-08-14,2440.05,victim,71,email,True,Initiation,0.36
FRAUD-9370891,Investment Fraud,Ontario,2025-02-14,5104.21,employer,78,email,True,Completion,0.12
FRAUD-8238623,Payment Fraud,Ontario,2024-06-20,2479.97,employer,21,email,False,Initiation,0.39
FRAUD-8641054,Online Shopping,Ontario,2024-06-27,639.04,police,66,in-person,True,Processing,0.7
FRAUD-5569152,Payment Fraud,Ontario,2024-11-01,9675.33,employer,43,email,False,Completion,0.34
FRAUD-4900267,Online Shopping,Ontario,2024-07-15,6368.9,police,24,phone,False,Processing,0.69
FRAUD-7744856,Other,Ontario,2024-07-12,9223.31,victim,75,email,True,Initiation,0.78
FRAUD-9877440,Investment Fraud,Ontario,2024-04-10,7106.51,police,65,email,False,Completion,0.24
FRAUD-1465084,Identity Fraud,Ontario,2024-07-10,9810.6,employer,43,in-person,True,Processing,0.19
FRAUD-7555107,Employment Fraud,Ontario,2024-12-14,5793.69,victim,71,phone,True,Completion,0.5
FRAUD-4495835,Investment Fraud,Ontario,2024-08-06,1465.77,police,66,email,True,Initiation,0.66
FRAUD-4679082,Other,Ontario,2024-09-05,5964.35,police,29,email,False,Processing,0.31
FRAUD-3017211,Payment Fraud,Ontario,2025-01-19,3023.38,employer,50,email,True,Processing,0.28
FRAUD-3825867,Investment Fraud,Ontario,2024-10-31,8064.55,police,53,email,False,Initiation,0.59
FRAUD-6373145,Payment Fraud,Ontario,2025-03-23,1043.74,police,70,phone,True,Completion,0.28
FRAUD-4087378,Health Fraud,Ontario,2025-02-11,6721.58,police,50,phone,True,Processing,0.37
FRAUD-3324868,Payment Fraud,Ontario,2024-10-12,1744.2,police,65,in-person,False,Completion,0.32
FRAUD-1559584,Payment Fraud,Ontario,2024-09-19,1400.42,victim,45,in-person,True,Processing,0.84
FRAUD-5702092,Investment Fraud,Ontario,2024-06-20,1112.59,police,18,email,False,Completion,0.52
FRAUD-8323696,Payment Fraud,Ontario,2024-07-15,4469.25,victim,40,phone,False,Completion,0.52
FRAUD-7527283,Payment Fraud,Ontario,2024-09-09,4927.09,police,76,phone,True,Processing,0.19
FRAUD-7952068,Identity Fraud,Ontario,2025-03-12,6099.68,victim,47,phone,False,Completion,0.65
FRAUD-1217472,Payment Fraud,Ontario,2024-05-04,656.31,police,48,email,True,Processing,0.2
FRAUD-4005066,Investment Fraud,Ontario,2024-11-10,2913.83,victim,38,email,False,Initiation,0.48
FRAUD-9891476,Identity Fraud,Ontario,2024-11-05,9619.46,employer,34,email,False,Initiation,0.21
FRAUD-7962996,Investment Fraud,Ontario,2024-04-28,9641.26,police,35,phone,False,Completion,0.71
FRAUD-2911724,Payment Fraud,Ontario,2024-09-05,2405.84,victim,76,email,False,Completion,0.75
FRAUD-5995017,Payment Fraud,Ontario,2024-11-24,8373.85,employer,80,email,False,Initiation,0.62
FRAUD-8745430,Health Fraud,Ontario,2024-05-13,860.98,employer,44,phone,True,Processing,0.65
FRAUD-1407172,Identity Fraud,Ontario,2024-09-11,7615.15,victim,20,in-person,True,Initiation,0.28
FRAUD-1616968,Online Shopping,Ontario,2025-01-13,8595.75,police,33,phone,True,Initiation,0.33
FRAUD-9708838,Government-Related,Ontario,2024-11-05,8455.59,victim,72,email,False,Initiation,0.75
FRAUD-1520095,Payment Fraud,Ontario,2024-07-18,1450.63,victim,59,in-person,False,Initiation,0.45
FRAUD-5232211,Government-Related,Ontario,2024-06-11,1542.24,victim,65,in-person,True,Initiation,0.77
FRAUD-5315500,Investment Fraud,Ontario,2024-12-06,6686.65,victim,37,phone,False,Processing,0.32
FRAUD-1579957,Investment Fraud,Ontario,2025-01-14,7335.43,employer,67,email,False,Completion,0.11
FRAUD-7268888,Identity Fraud,Ontario,2024-04-05,9984.15,police,50,email,False,Completion,0.73
FRAUD-1080878,Online Shopping,Ontario,2024-10-06,3976.3,victim,32,in-person,False,Completion,0.11
FRAUD-5747259,Other,Ontario,2024-12-06,8996.63,employer,48,email,True,Completion,0.57
FRAUD-6285976,Identity Fraud,Ontario,2025-01-20,6214.94,police,67,in-person,True,Completion,0.77
FRAUD-6663766,Online Shopping,Ontario,2025-02-10,2580.99,employer,74,phone,False,Initiation,0.62
FRAUD-9236552,Online Shopping,Ontario,2024-10-04,7661.62,employer,29,in-person,True,Completion,0.88
FRAUD-8162602,Health Fraud,Ontario,2024-09-21,5146.46,police,42,email,True,Processing,0.29
FRAUD-7982240,Government-Related,Ontario,2024-11-30,7419.35,police,74,in-person,True,Initiation,0.87
FRAUD-3638887,Online Shopping,Ontario,2025-02-13,7232.63,police,83,phone,True,Initiation,0.68
FRAUD-4869112,Payment Fraud,Ontario,2024-10-04,8904.9,employer,67,in-person,False,Completion,0.79
FRAUD-7854057,Other,Ontario,2024-08-01,3059.71,employer,24,in-person,False,Processing,0.3
FRAUD-8891523,Identity Fraud,Ontario,2024-04-19,4600.3,victim,60,in-person,True,Initiation,0.6
FRAUD-7009113,Payment Fraud,Ontario,2024-07-28,7631.87,employer,20,email,False,Completion,0.55
FRAUD-9526601,Investment Fraud,Ontario,2025-02-02,1480.04,police,27,phone,False,Completion,0.13
FRAUD-4911197,Payment Fraud,Ontario,2024-10-02,6249.09,victim,81,in-person,False,Initiation,0.83
FRAUD-9921726,Employment Fraud,Ontario,2025-01-14,7290.66,police,69,email,True,Completion,0.39
FRAUD-6872269,Payment Fraud,Ontario,2024-11-27,1425.94,employer,33,in-person,True,Initiation,0.67
FRAUD-4240438,Payment Fraud,Ontario,2025-01-26,9613.72,employer,19,in-person,False,Completion,0.88
FRAUD-3878293,Online Shopping,Ontario,2024-04-02,634.34,victim,82,phone,False,Completion,0.11
FRAUD-3044282,Employment Fraud,Ontario,2024-07-05,6989.05,employer,29,in-person,False,Processing,0.22
FRAUD-4412666,Employment Fraud,Ontario,2024-10-10,1624.12,police,57,in-person,False,Processing,0.8
FRAUD-8528378,Online Shopping,Ontario,2024-08-23,2752.65,police,40,email,False,Completion,0.38
FRAUD-8293640,Investment Fraud,Ontario,2025-04-01,2325.3,police,23,in-person,True,Completion,0.41
FRAUD-8263018,Payment Fraud,Ontario,2024-07-18,7735.96,victim,39,email,False,Completion,0.77
FRAUD-9254466,Employment Fraud,Ontario,2024-05-17,3743.45,employer,25,in-person,False,Completion,0.79
FRAUD-9524827,Investment Fraud,Ontario,2025-02-12,2220.67,victim,42,email,True,Initiation,0.63
FRAUD-3154720,Employment Fraud,Ontario,2025-03-17,3818.69,police,47,email,True,Initiation,0.32
FRAUD-3212232,Investment Fraud,Ontario,2024-08-16,3093.45,police,25,email,False,Completion,0.53
FRAUD-1310850,Identity Fraud,Ontario,2024-07-08,1904.15,victim,53,phone,False,Completion,0.11
FRAUD-8477451,Payment Fraud,Ontario,2024-06-09,3812.27,victim,20,email,True,Initiation,0.14
FRAUD-1150464,Payment Fraud,Ontario,2024-12-08,1425.73,employer,47,phone,False,Processing,0.64
FRAUD-5925210,Identity Fraud,Ontario,2024-09-03,9758.47,employer,42,phone,False,Initiation,0.84
FRAUD-7695211,Government-Related,Ontario,2025-03-06,8431.45,employer,36,email,True,Initiation,0.62
FRAUD-1654624,Identity Fraud,Ontario,2024-07-13,2394.4,police,56,in-person,False,Processing,0.77
FRAUD-4389506,Identity Fraud,Ontario,2024-11-07,9573.19,victim,33,in-person,False,Initiation,0.54
FRAUD-7901837,Employment Fraud,Ontario,2024-04-20,3555.64,victim,84,phone,True,Processing,0.27
FRAUD-4193761,Government-Related,Ontario,2024-06-21,1617.08,police,35,in-person,True,Completion,0.39
FRAUD-4085984,Employment Fraud,Ontario,2024-09-03,2012.45,employer,47,phone,True,Initiation,0.78
FRAUD-4078924,Employment Fraud,Ontario,2024-12-03,4535.51,employer,31,email,False,Completion,0.62
FRAUD-2944130,Other,Ontario,2025-01-18,2237.15,employer,55,in-person,False,Processing,0.59
FRAUD-8244215,Identity Fraud,Ontario,2024-07-22,3316.27,police,71,phone,False,Completion,0.43
FRAUD-9779476,Government-Related,Ontario,2024-04-30,8679.53,employer,52,in-person,False,Processing,0.16
FRAUD-9632202,Employment Fraud,Ontario,2024-04-10,5812.27,victim,18,in-person,False,Processing,0.68
FRAUD-3924119,Investment Fraud,Ontario,2024-10-23,4556.9,employer,54,email,False,Initiation,0.75
FRAUD-4382584,Investment Fraud,Ontario,2024-12-01,5279.4,victim,82,phone,True,Completion,0.54
FRAUD-4206818,Health Fraud,Ontario,2024-12-19,8608.22,police,81,in-person,True,Completion,0.81
FRAUD-3533292,Online Shopping,Ontario,2025-03-27,5646.88,employer,84,in-person,False,Processing,0.47
FRAUD-4941793,Employment Fraud,Ontario,2024-05-11,5978.85,police,40,email,True,Processing,0.72
FRAUD-5982461,Investment Fraud,Ontario,2024-06-02,5540.98,victim,33,in-person,True,Initiation,0.72
FRAUD-6043084,Investment Fraud,Ontario,2025-03-31,4217.77,employer,85,email,False,Processing,0.57
FRAUD-9408332,Other,Ontario,2025-03-12,5014.24,employer,63,in-person,True,Initiation,0.35
FRAUD-6216343,Online Shopping,Ontario,2024-07-05,2982.44,employer,44,in-person,True,Initiation,0.69
FRAUD-8430310,Employment Fraud,Ontario,2024-12-25,3899.81,employer,52,email,False,Completion,0.16
FRAUD-7494542,Employment Fraud,Ontario,2024-05-08,6393.41,employer,44,email,True,Completion,0.17
FRAUD-3409526,Investment Fraud,Ontario,2024-05-12,4844.31,employer,26,phone,True,Completion,0.29
FRAUD-2047413,Payment Fraud,Ontario,2024-09-25,7222.06,police,28,email,True,Completion,0.55
FRAUD-9291113,Investment Fraud,Ontario,2024-09-18,2850.21,employer,44,email,True,Completion,0.64
FRAUD-4663777,Investment Fraud,Ontario,2024-10-09,3060.0,victim,31,in-person,False,Initiation,0.83
FRAUD-8556305,Online Shopping,Ontario,2024-05-12,8317.42,employer,68,phone,False,Processing,0.4
FRAUD-3609634,Payment Fraud,Ontario,2025-03-26,7608.39,employer,59,phone,True,Completion,0.53
FRAUD-7270849,Identity Fraud,Ontario,2024-09-23,3084.24,police,59,in-person,False,Initiation,0.17
FRAUD-1428750,Payment Fraud,Ontario,2024-11-19,5073.32,police,19,in-person,False,Processing,0.34
FRAUD-1493223,Health Fraud,Ontario,2024-04-27,8778.14,victim,59,email,True,Initiation,0.66
FRAUD-2413973,Payment Fraud,Ontario,2024-06-02,5657.96,employer,20,phone,True,Completion,0.5
FRAUD-4085981,Payment Fraud,Ontario,2024-06-23,6887.69,police,30,phone,True,Completion,0.58
FRAUD-7720435,Online Shopping,Ontario,2024-12-16,2787.23,employer,27,phone,True,Initiation,0.15
FRAUD-4351302,Government-Related,Ontario,2024-12-25,4039.91,police,30,phone,False,Completion,0.61
FRAUD-8335739,Online Shopping,Ontario,2024-05-28,9919.29,police,77,in-person,False,Initiation,0.7
FRAUD-2507406,Employment Fraud,Ontario,2024-09-02,2499.49,police,63,in-person,True,Completion,0.88
FRAUD-4593788,Identity Fraud,Ontario,2024-08-07,8589.66,victim,55,in-person,True,Initiation,0.56
FRAUD-8263058,Investment Fraud,Ontario,2024-11-06,8883.46,victim,54,phone,True,Processing,0.73
FRAUD-3192436,Payment Fraud,Ontario,2024-12-21,9258.1,police,60,phone,True,Initiation,0.82
FRAUD-9435015,Employment Fraud,Ontario,2025-01-15,1215.93,employer,63,email,True,Initiation,0.78
FRAUD-9127433,Online Shopping,Ontario,2024-09-08,5306.8,victim,35,in-person,False,Initiation,0.31
FRAUD-9350251,Health Fraud,Ontario,2024-05-15,2555.34,police,57,in-person,True,Initiation,0.8
FRAUD-7776459,Payment Fraud,Ontario,2024-11-19,7298.65,police,28,in-person,True,Completion,0.28
FRAUD-8190607,Health Fraud,Ontario,2024-05-23,9794.79,police,56,in-person,False,Completion,0.22
FRAUD-7181019,Identity Fraud,Ontario,2025-03-26,2470.42,police,44,email,True,Completion,0.34
FRAUD-1634365,Payment Fraud,Ontario,2024-10-28,4435.84,victim,25,in-person,True,Completion,0.81
FRAUD-5103664,Investment Fraud,Ontario,2024-04-08,7470.02,police,74,in-person,False,Completion,0.59
FRAUD-3450903,Payment Fraud,Ontario,2025-03-10,7826.33,police,34,email,False,Processing,0.61
FRAUD-3072554,Investment Fraud,Ontario,2024-08-08,4353.75,employer,25,phone,True,Processing,0.62
FRAUD-3287313,Identity Fraud,Ontario,2024-11-14,941.97,police,65,in-person,True,Initiation,0.83
FRAUD-8464884,Identity Fraud,Ontario,2024-08-31,1429.63,victim,38,email,False,Initiation,0.37
FRAUD-4782333,Payment Fraud,Ontario,2024-06-22,4200.28,victim,79,in-person,False,Initiation,0.14
FRAUD-3736539,Payment Fraud,Ontario,2024-10-15,4355.2,employer,18,in-person,True,Initiation,0.89
FRAUD-1860428,Identity Fraud,Ontario,2024-09-12,9863.88,victim,37,in-person,True,Processing,0.63
FRAUD-9933329,Payment Fraud,Ontario,2024-08-27,5550.57,employer,53,email,True,Completion,0.75
FRAUD-2764443,Investment Fraud,Ontario,2024-08-08,6971.71,police,22,email,False,Processing,0.65
FRAUD-7304982,Investment Fraud,Ontario,2024-08-25,3444.47,employer,39,in-person,True,Completion,0.25
FRAUD-1841159,Payment Fraud,Ontario,2024-06-07,5662.65,police,31,in-person,False,Processing,0.61
FRAUD-4064353,Online Shopping,Ontario,2024-08-08,9137.4,victim,71,email,True,Initiation,0.33
FRAUD-9585922,Online Shopping,Ontario,2024-11-15,9893.81,victim,58,phone,True,Initiation,0.58
FRAUD-3549178,Payment Fraud,Ontario,2024-06-29,6324.42,victim,67,email,False,Processing,0.59
FRAUD-3813128,Health Fraud,Ontario,2024-06-05,7216.75,police,23,in-person,False,Processing,0.44
FRAUD-5017126,Payment Fraud,Ontario,2024-10-08,3987.0,police,28,in-person,False,Completion,0.16
FRAUD-8562920,Government-Related,Ontario,2024-07-05,519.01,police,62,phone,False,Initiation,0.19
FRAUD-2982233,Online Shopping,Ontario,2024-10-08,6102.08,victim,61,in-person,True,Initiation,0.12
FRAUD-1673615,Identity Fraud,Ontario,2024-09-24,3951.08,victim,68,email,False,Processing,0.89
FRAUD-4423952,Payment Fraud,Ontario,2025-01-14,9356.07,victim,81,in-person,True,Processing,0.25
FRAUD-5600070,Investment Fraud,Ontario,2024-08-26,8107.92,police,43,email,True,Completion,0.37
FRAUD-2129078,Payment Fraud,Ontario,2025-03-13,4010.23,police,51,phone,True,Completion,0.8
FRAUD-9348868,Identity Fraud,Ontario,2025-03-09,6727.49,employer,19,phone,False,Initiation,0.18
FRAUD-9508777,Online Shopping,Ontario,2025-03-30,2235.15,victim,50,in-person,True,Processing,0.78
FRAUD-9384360,Employment Fraud,Ontario,2024-05-24,2647.14,employer,36,email,False,Completion,0.88
FRAUD-9970304,Online Shopping,Ontario,2024-11-02,8327.18,employer,52,email,True,Completion,0.5
FRAUD-9061199,Investment Fraud,Ontario,2024-10-04,9934.44,police,45,in-person,True,Processing,0.42
FRAUD-6072473,Identity Fraud,Ontario,2024-06-06,5761.19,police,56,email,False,Completion,0.4
FRAUD-3784199,Payment Fraud,Ontario,2025-02-20,7185.91,employer,69,in-person,False,Completion,0.31
FRAUD-3917272,Health Fraud,Ontario,2024-08-13,508.99,police,29,email,False,Initiation,0.12
FRAUD-1982081,Employment Fraud,Ontario,2024-05-16,4210.01,police,44,phone,False,Initiation,0.38
FRAUD-3513437,Investment Fraud,Ontario,2024-09-16,5907.84,employer,19,email,True,Initiation,0.75
FRAUD-8852390,Investment Fraud,Ontario,2024-04-18,1758.68,employer,38,email,False,Processing,0.61
FRAUD-5704184,Payment Fraud,Ontario,2025-01-26,7701.68,police,85,phone,False,Processing,0.2
FRAUD-1871185,Government-Related,Ontario,2025-02-28,1656.1,police,54,phone,True,Processing,0.53
FRAUD-7047278,Government-Related,Ontario,2024-07-22,9165.4,employer,39,in-person,False,Processing,0.7
FRAUD-6899474,Payment Fraud,Ontario,2024-06-10,9911.94,employer,70,email,True,Completion,0.58
FRAUD-6677719,Employment Fraud,Ontario,2024-07-08,8196.18,police,35,phone,False,Initiation,0.61
FRAUD-8622958,Government-Related,Ontario,2024-07-05,5876.33,victim,39,email,False,Initiation,0.65
FRAUD-1160174,Payment Fraud,Ontario,2025-03-20,7447.79,police,58,email,True,Initiation,0.79
FRAUD-2646746,Payment Fraud,Ontario,2024-05-16,9445.56,employer,30,phone,False,Completion,0.55
FRAUD-7499296,Payment Fraud,Ontario,2024-06-05,3381.95,employer,48,phone,True,Initiation,0.43
FRAUD-4126757,Payment Fraud,Ontario,2024-06-25,3480.73,victim,23,phone,False,Initiation,0.29
FRAUD-8134205,Other,Ontario,2024-05-26,4266.16,police,26,email,True,Processing,0.61
FRAUD-7532833,Payment Fraud,Ontario,2024-11-10,5477.75,police,24,email,True,Initiation,0.38
FRAUD-7371377,Investment Fraud,Ontario,2024-09-16,8902.91,employer,58,in-person,True,Initiation,0.25
FRAUD-3448923,Payment Fraud,Ontario,2024-04-11,2062.01,employer,65,phone,True,Initiation,0.27
FRAUD-3324594,Health Fraud,Ontario,2024-06-18,5427.33,employer,56,in-person,True,Initiation,0.27
FRAUD-3255413,Payment Fraud,Ontario,2024-08-14,7970.69,victim,35,email,False,Initiation,0.16
FRAUD-3215338,Payment Fraud,Ontario,2025-02-09,5344.0,employer,41,phone,True,Processing,0.76
FRAUD-2830487,Investment Fraud,Ontario,2024-08-09,4199.27,police,21,phone,False,Initiation,0.86
FRAUD-4185417,Online Shopping,Ontario,2024-09-20,921.77,police,79,email,True,Initiation,0.19
